id,utterance,label,label_num,file_id,start,end,session,original_emotion,utterance_num
Ses02M_script02_1_M029,"you know there is like, there is a certain mystery here, a magic, a bit of the unexplainable. I don't see how you cannot be interested.",excited,4,Ses02M_script02,190.4400,198.2500,Session2,exc,139
Ses02M_script02_1_F016,I'm just not.,sad,2,Ses02M_script02,197.3700,199.0000,Session2,sad,140
Ses02M_script02_1_M030,For real?,sur,-1,Ses02M_script02,199.1400,200.3600,Session2,sur,141
Ses02M_script02_1_F017,Yes.,neutral,3,Ses02M_script02,200.0900,201.0800,Session2,neu,142
Ses02M_script02_1_M031,I don't get it. The first time we came here you said it was the best night of your life.,xxx,-1,Ses02M_script02,201.7700,206.6400,Session2,xxx,143
Ses02M_script02_1_M032,"And then last year I remember specifically you were so excited that you stubbed your toe on the way pushing me out of the house, and you didn't even notice until we got in the car.",frustrated,5,Ses02M_script02,206.7100,215.3500,Session2,fru,144
Ses02M_script02_1_F018,"Last year you'll also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight over nothing, and we didn't see the Grunions.",angry,0,Ses02M_script02,214.7200,224.9700,Session2,ang,145
Ses02M_script02_1_M033,We weren't in a good spot.,xxx,-1,Ses02M_script02,225.1800,227.2300,Session2,xxx,146
Ses02M_script02_1_F019,We didn't see them the first time either.,frustrated,5,Ses02M_script02,226.4700,228.4800,Session2,fru,147
Ses02M_script02_1_M034,We just weren't in a good spot; this is a much better spot. I've got good instincts for these things.,frustrated,5,Ses02M_script02,228.1900,234.6100,Session2,fru,148
Ses02M_script02_1_M035,"There is that, oh no that's just seaweed, isn't it?",excited,4,Ses02M_script02,235.0000,240.1200,Session2,exc,149
Ses02M_script02_1_M036,"This is, this is great, isn't it? I wouldn't miss this for anything. Now listen to this, I know you're not interested but just listen.",excited,4,Ses02M_script02,240.1400,249.8600,Session2,exc,150
Ses02M_script02_1_M037,"Out there somewhere there is this huge mass of silver fish headed this way,",excited,4,Ses02M_script02,250.6700,255.4100,Session2,exc,151
Ses02M_script02_1_M038,"they don't why, we don't know why. They didn't take a vote or anything; they didn't get a map or an invitation.",excited,4,Ses02M_script02,255.4800,264.0400,Session2,exc,152
Ses02M_script02_1_M039,"Just all as one. This little time sensitive firecracker, instinctual firecracker in their body just went off and all as one they turned and formed a line as long the California coast and started swimming. They're swimming right now as if that's the only thing that matters.",excited,4,Ses02M_script02,264.1100,282.9385,Session2,exc,153
Ses02M_script02_1_M040,"It's single mindedness, with no mind, it's urgency that's pure urge, they don't know what drives them. They don't ask it a name or ask it a question,",excited,4,Ses02M_script02,282.9700,294.5000,Session2,exc,154
Ses02M_script02_1_M041,"they just turn as one and start the swim and brings them right here to this spot where we stand, for a massive celebration of sex and death.",excited,4,Ses02M_script02,294.9900,304.3800,Session2,exc,155
Ses02M_script02_1_M042,Look at me; I'm giving myself goose bumps all my hairs are popping up.,excited,4,Ses02M_script02,304.4400,307.9100,Session2,exc,156
Ses02M_script02_1_F020,That's the wind.,neutral,3,Ses02M_script02,307.2600,308.7900,Session2,neu,157
Ses02M_script02_1_M043,"Well, so what do you think?",xxx,-1,Ses02M_script02,309.9600,311.5100,Session2,xxx,158
Ses02M_script02_1_F021,About what?,neutral,3,Ses02M_script02,311.5800,312.9100,Session2,neu,159
Ses02M_script02_1_M044,What I was saying.,xxx,-1,Ses02M_script02,312.9600,314.5700,Session2,xxx,160
Ses02M_script02_1_F022,It's ridiculous.,frustrated,5,Ses02M_script02,314.6700,316.8300,Session2,fru,161
Ses02M_script03_1_M000,Good God.,fea,-1,Ses02M_script03,005.5365,007.2541,Session2,fea,0
Ses02M_script03_1_F000,Do you think it's them?,xxx,-1,Ses02M_script03,006.7608,008.6428,Session2,xxx,1
Ses02M_script03_1_M001,I wonder.,xxx,-1,Ses02M_script03,008.1099,009.5667,Session2,xxx,2
Ses02M_script03_1_F001,"Well, nobody knows we're here except Freda and she wouldn't ring up.",xxx,-1,Ses02M_script03,009.1462,012.2099,Session2,xxx,3
Ses02M_script03_1_M002,Must be them then.,fea,-1,Ses02M_script03,011.5341,013.4564,Session2,fea,4
Ses02M_script03_1_F002,What are we going to do?,excited,4,Ses02M_script03,013.0059,015.7092,Session2,exc,5
Ses02M_script03_1_M003,"We're all right darling, aren't we whatever happens?",fea,-1,Ses02M_script03,016.2649,019.1183,Session2,fea,6
Ses02M_script03_1_F003,Now and always sweet.,happy,1,Ses02M_script03,018.5326,020.8905,Session2,hap,7
Ses02M_script03_1_M004,I don't care then.,xxx,-1,Ses02M_script03,020.3799,022.0920,Session2,xxx,8
Ses02M_script03_1_F004,It's bound to come sooner or later.,xxx,-1,Ses02M_script03,021.3711,024.1945,Session2,xxx,9
Ses02M_script03_1_M005,Hello? Hello? What? Wrong number.,excited,4,Ses02M_script03,023.7318,030.3521,Session2,exc,10
Ses02M_script03_1_F005,Oh. It sends shivers down my spine.,excited,4,Ses02M_script03,029.3458,033.1455,Session2,exc,11
Ses02M_script03_1_M006,What do we do if they suddenly walk in on us?,fea,-1,Ses02M_script03,032.3946,035.4283,Session2,fea,12
Ses02M_script03_1_F006,Behave exquisitely.,happy,1,Ses02M_script03,034.9176,037.6510,Session2,hap,13
Ses02M_script03_1_M007,With the most perfect poise.,happy,1,Ses02M_script03,036.8550,038.9426,Session2,hap,14
Ses02M_script03_1_F007,"Yes, I should probably to a court curtsey.",happy,1,Ses02M_script03,038.1466,042.2165,Session2,hap,15
Ses02M_script03_1_M008,"Things that ought to matter dreadfully don't matter at all when one's is happy, do they?",happy,1,Ses02M_script03,041.7810,046.2415,Session2,hap,16
Ses02M_script03_1_F008,What's so horrible is that one can't stay happy.,xxx,-1,Ses02M_script03,045.7158,049.1550,Session2,xxx,17
Ses02M_script03_1_M009,Oh darling don't say that.,sad,2,Ses02M_script03,048.3140,050.2964,Session2,sad,18
Ses02M_script03_1_F009,It's true; the whole business is a very poor joke.,xxx,-1,Ses02M_script03,049.6807,053.3001,Session2,xxx,19
Ses02M_script03_1_M010,Meaning that sacred and beautiful thing love?,happy,1,Ses02M_script03,052.7895,056.4840,Session2,hap,20
Ses02M_script03_1_F010,Yes. Meaning just that.,xxx,-1,Ses02M_script03,055.8532,058.0008,Session2,xxx,21
Ses02M_script03_1_M011,What does it all mean that's what I ask- that's what I ask myself in my ceaseless quest for ultimate truth?  Good God what does it all mean?,happy,1,Ses02M_script03,057.8506,066.9518,Session2,hap,22
Ses02M_script03_1_F011,Don't laugh at me. I'm serious.,xxx,-1,Ses02M_script03,065.7202,068.3785,Session2,xxx,23
Ses02M_script03_1_M012,"You mustn't be serious my dear one, that's just what they want.",excited,4,Ses02M_script03,067.6426,070.7814,Session2,exc,24
Ses02M_script03_1_F012,Who's they?,excited,4,Ses02M_script03,070.1807,071.6825,Session2,exc,25
Ses02M_script03_1_M013,"All those futile moralists, who try to make life unbearable, laugh at them, be flippant. Laugh at everything all their sacred shibboleths",xxx,-1,Ses02M_script03,071.0668,079.0343,Session2,xxx,26
Ses02M_script03_1_M014,flippancy brings out the acid in their damned sweetness in light.,excited,4,Ses02M_script03,079.0941,083.0664,Session2,exc,27
Ses02M_script03_1_F013,"Well, if I laugh at everything then I must laugh at us too.",xxx,-1,Ses02M_script03,082.1503,085.5445,Session2,xxx,28
Ses02M_script03_1_M015,"Certainly you must, we figures of fun all right.",excited,4,Ses02M_script03,084.8536,088.1727,Session2,exc,29
Ses02M_script03_1_F014,"Well, shall we always want to bicker and fight?",xxx,-1,Ses02M_script03,087.6921,091.4166,Session2,xxx,30
Ses02M_script03_1_M016,"No, that desire will fade along with our passion.",sad,2,Ses02M_script03,090.8309,094.6456,Session2,sad,31
Ses02M_script03_1_F015,"Oh dear, should we like that?",sad,2,Ses02M_script03,094.2401,096.7481,Session2,sad,32
Ses02M_script03_1_M017,Depends on how well we play it.,xxx,-1,Ses02M_script03,096.2375,098.7456,Session2,xxx,33
Ses02M_script03_1_F016,"Well, what happens if one of us dies, does the one that's left still laugh?",fea,-1,Ses02M_script03,098.2650,103.4163,Session2,fea,34
Ses02M_script03_1_M018,"Yes, yes, with all his might.",excited,4,Ses02M_script03,102.7104,105.5789,Session2,exc,35
Ses02M_script03_1_F017,"Well that's serious enough, isn't it?",xxx,-1,Ses02M_script03,105.1884,107.5613,Session2,xxx,36
Ses02M_script03_1_M019,"No, no it isn't, death is very laughable, such a cunning little mystery, all done with mirrors.",excited,4,Ses02M_script03,106.7203,112.7727,Session2,exc,37
Ses02M_script03_1_F018,"Darling, I believe you're talking nonsense.",xxx,-1,Ses02M_script03,112.2020,115.3408,Session2,xxx,38
Ses02M_script03_1_M020,So is everyone else in the long run.,excited,4,Ses02M_script03,114.7701,117.3683,Session2,exc,39
Ses02M_script03_1_M021,"Let's be superficial and pity the poor philosophers, let's blow our trumpets and squeakers and enjoy the party as much as we can. Like quite idiotic, very small, school children. Let's savor the delight of the moment.",excited,4,Ses02M_script03,117.3833,131.0900,Session2,exc,40
Ses02M_script03_1_M022,Come kiss me darling before your body rots and worms pop in and out of your eye sockets.,excited,4,Ses02M_script03,131.1199,135.9153,Session2,exc,41
Ses02M_script03_1_F019,"Elliot, worms don't pop.",xxx,-1,Ses02M_script03,135.4354,138.0486,Session2,xxx,42
Ses02M_script03_1_M023,"I don't care what you do see. You can paint yourself green and dance naked in the Place Vendome, and rush off madly with all the men in the world and I shan't say a word, as long as you love me best.",xxx,-1,Ses02M_script03,137.4478,149.5226,Session2,xxx,43
Ses02M_script03_1_F020,"Thank you dear, the same applies you, except that if I catch you so much as looking at another woman, I'll kill you.",xxx,-1,Ses02M_script03,148.4863,155.8903,Session2,xxx,44
Ses02M_script03_1_M024,You remember that awful scene we had in Venice?,happy,1,Ses02M_script03,155.2896,158.9541,Session2,hap,45
Ses02M_script03_1_F021,Which particular one?,happy,1,Ses02M_script03,157.9779,160.6512,Session2,hap,46
Ses02M_script03_1_M025,"The one when you bought that little, painted, wooden snake in the Piazza and put it on my bed.",xxx,-1,Ses02M_script03,160.2156,165.2468,Session2,xxx,47
Ses02M_script03_1_F022,"Oh Charles, that was his name Charles. It did wiggle so beautifully.",happy,1,Ses02M_script03,164.1655,169.3167,Session2,hap,48
Ses02M_script03_1_M026,"Horrible thing, I hated it.",xxx,-1,Ses02M_script03,168.7310,170.9537,Session2,xxx,49
Ses02M_script03_1_F023,I know you did. You threw it out of the window into the Grand Canal; I don't think I'll ever forgive you for that.,happy,1,Ses02M_script03,169.9475,176.6757,Session2,hap,50
Ses02M_script03_1_M027,How long did that row last?,xxx,-1,Ses02M_script03,176.0149,178.2226,Session2,xxx,51
Ses02M_script03_1_F024,It went on intermittently for days.,happy,1,Ses02M_script03,177.4867,180.2651,Session2,hap,52
Ses02M_script03_1_M028,The worst one was in Cannes when your curling iron burned a hole in my new dressing gown.,xxx,-1,Ses02M_script03,179.9197,185.0409,Session2,xxx,53
Ses02M_script03_1_F025,It burned my comb too and all the towels in the bathroom.,happy,1,Ses02M_script03,183.4941,188.0446,Session2,hap,54
Ses02M_script03_1_M029,"That was a rouser, wasn't it?",happy,1,Ses02M_script03,186.7230,189.3062,Session2,hap,55
Ses02M_script03_1_F026,That was the first time you ever hit me.,xxx,-1,Ses02M_script03,188.6003,191.8743,Session2,xxx,56
Ses02M_script03_1_M030,I didn't hit you very hard.,xxx,-1,Ses02M_script03,191.3336,193.7366,Session2,xxx,57
Ses02M_script03_1_F027,The manager came in and found us rolling around on the floor biting and scratching like panthers.,happy,1,Ses02M_script03,192.7754,200.6450,Session2,hap,58
Ses02M_script03_1_M031,I'll never forget his face.,happy,1,Ses02M_script03,199.3084,201.8314,Session2,hap,59
Ses02M_script03_1_F028,"Oh it was ridiculous, completely ridiculous.",happy,1,Ses02M_script03,200.7651,205.3307,Session2,hap,60
Ses02M_script03_1_M032,We were very much younger then.,xxx,-1,Ses02M_script03,204.6399,207.0278,Session2,xxx,61
Ses02M_script03_1_F029,And very much sillier.,happy,1,Ses02M_script03,206.4871,209.2956,Session2,hap,62
Ses02M_script03_1_M033,As a matter of fact the real cause of that row was Peter Burden.,xxx,-1,Ses02M_script03,208.7249,213.5908,Session2,xxx,63
Ses02M_script03_2_M000,"As a matter of fact, the real cause of that row was Peter Burden.",neutral,3,Ses02M_script03,003.3467,007.2362,Session2,neu,64
Ses02M_script03_2_F000,You knew there was nothing in that.,excited,4,Ses02M_script03,006.1870,009.2081,Session2,exc,65
Ses02M_script03_2_M001,I knew nothing of the sort. You took presents from him.,angry,0,Ses02M_script03,008.0684,011.7227,Session2,ang,66
Ses02M_script03_2_F001,"Presents, just a trivial little broach.",excited,4,Ses02M_script03,010.8543,013.8031,Session2,exc,67
Ses02M_script03_2_M002,"Yes, I remember it well, bristling with diamonds in the worst possible taste.",xxx,-1,Ses02M_script03,012.8624,019.3026,Session2,xxx,68
Ses02M_script03_2_F002,No it wasn't. It was very pretty I still have it and I wear it often.,neutral,3,Ses02M_script03,017.8192,022.7036,Session2,neu,69
Ses02M_script03_2_M003,You went out of your way to torture me over Peter Burden.,angry,0,Ses02M_script03,021.6905,025.8152,Session2,ang,70
Ses02M_script03_2_F003,"No I didn't, you worked the whole thing up in your jealous imagination.",neutral,3,Ses02M_script03,024.2956,028.6373,Session2,neu,71
Ses02M_script03_2_M004,"You must admit he was in love with you, wasn't he?",xxx,-1,Ses02M_script03,027.8413,031.3147,Session2,xxx,72
Ses02M_script03_2_F004,"Just a little perhaps, nothing serious.",xxx,-1,Ses02M_script03,030.3559,033.9378,Session2,xxx,73
Ses02M_script03_2_M005,You let him kiss you; you said you did.,angry,0,Ses02M_script03,033.4132,036.0725,Session2,ang,74
Ses02M_script03_2_F005,What of it?,neutral,3,Ses02M_script03,035.0775,036.6876,Session2,neu,75
Ses02M_script03_2_M006,What of it?,xxx,-1,Ses02M_script03,036.3258,037.8815,Session2,xxx,76
Ses02M_script03_2_F006,"It gave him a lot of pleasure, it didn't hurt me any.",neutral,3,Ses02M_script03,037.1398,040.1248,Session2,neu,77
Ses02M_script03_2_M007,What about me?,angry,0,Ses02M_script03,039.4011,041.4815,Session2,ang,78
Ses02M_script03_2_F007,"Well, if you hadn't been so nosey and suspicious you never wouldn't have known anything about it.",neutral,3,Ses02M_script03,040.7398,045.6966,Session2,neu,79
Ses02M_script03_2_M008,That's a nice point of view I must say.,xxx,-1,Ses02M_script03,045.0092,047.8675,Session2,xxx,80
Ses02M_script03_2_F008,I'm bored of this conversation.,frustrated,5,Ses02M_script03,047.2886,050.2012,Session2,fru,81
Ses02M_script03_2_M009,"Yes, me too, bored stiff. You want some Brandy?",xxx,-1,Ses02M_script03,049.6404,054.3077,Session2,xxx,82
Ses02M_script03_2_F009,No thanks.,neutral,3,Ses02M_script03,053.9821,055.8816,Session2,neu,83
Ses02M_script03_2_M010,I have a little I think.,neutral,3,Ses02M_script03,055.2122,057.5821,Session2,neu,84
Ses02M_script03_2_F010,I don't see why you want any you've already had two glasses.,xxx,-1,Ses02M_script03,057.0756,061.8515,Session2,xxx,85
Ses02M_script03_2_M011,"No particular reason. Anyhow, they are very small ones.",neutral,3,Ses02M_script03,061.3268,065.5419,Session2,neu,86
Ses02M_script03_2_F011,It just seems so silly to go on and on and on with such a thing.,neutral,3,Ses02M_script03,064.8002,069.1600,Session2,neu,87
Ses02M_script03_2_M012,You can hardly call three liquor glasses in a whole evening going on and on and on.,neutral,3,Ses02M_script03,068.5630,075.2204,Session2,neu,88
Ses02M_script03_2_F012,"Well, it's become a habit with you.",neutral,3,Ses02M_script03,074.1892,076.9751,Session2,neu,89
Ses02M_script03_2_M013,You needn't be so grand just because don't happen want any yourself right now.,xxx,-1,Ses02M_script03,076.3601,080.9912,Session2,xxx,90
Ses02M_script03_2_F013,Don't be so stupid.,xxx,-1,Ses02M_script03,079.6525,081.9681,Session2,xxx,91
Ses02M_script03_2_M014,"Really, Amanda.",xxx,-1,Ses02M_script03,081.0817,083.0716,Session2,xxx,92
Ses02M_script03_2_F014,What?,angry,0,Ses02M_script03,082.0767,083.3611,Session2,ang,93
Ses02M_script03_2_M015,Nothing.,frustrated,5,Ses02M_script03,083.1621,084.8626,Session2,fru,94
Ses02M_script03_2_F015,No I'm just making myself fascinating for you.,neutral,3,Ses02M_script03,090.8144,095.7350,Session2,neu,95
Ses02M_script03_2_M016,"Going out somewhere, dear?",neutral,3,Ses02M_script03,088.2093,091.1400,Session2,neu,96
Ses02M_script03_2_F016,It's a woman's job to allure the man,xxx,-1,Ses02M_script03,097.3451,100.5290,Session2,xxx,97
Ses02M_script03_2_M017,That reply has broken my heart.,xxx,-1,Ses02M_script03,094.8847,098.2496,Session2,xxx,98
Ses02M_script03_2_F017,"watch me a minute, will you?",xxx,-1,Ses02M_script03,100.5652,102.8988,Session2,xxx,99
Ses02M_script03_2_M018,"As a matter of fact, that's perfectly true.",neutral,3,Ses02M_script03,102.3380,105.6305,Session2,neu,100
Ses02M_script03_2_F018,"Oh, no it isn't.",frustrated,5,Ses02M_script03,104.8345,106.6979,Session2,fru,101
Ses02M_script03_2_M019,Yes it is.,xxx,-1,Ses02M_script03,106.4244,107.1144,Session2,xxx,102
Ses02M_script03_2_F019,Be quiet.,angry,0,Ses02M_script03,106.7159,108.4345,Session2,ang,103
Ses02M_script03_2_M020,It's a pity you didn't have any more Brandy it might have made you a little less disagreeable.,xxx,-1,Ses02M_script03,107.9461,112.5230,Session2,xxx,104
Ses02M_script03_2_F020,It doesn't seem to work such wonders with you.,xxx,-1,Ses02M_script03,111.4376,114.2054,Session2,xxx,105
Ses02M_script03_2_M021,"Snap, snap, snap, like a little adder.",frustrated,5,Ses02M_script03,113.6265,116.6295,Session2,fru,106
Ses02M_script03_2_F021,Adders don't snap they sting.,xxx,-1,Ses02M_script03,116.3039,118.6557,Session2,xxx,107
Ses02M_script03_2_M022,Oh nonsense they have a little bag of venom behind their fangs and they snap.,frustrated,5,Ses02M_script03,117.7331,121.9120,Session2,fru,108
Ses02M_script03_2_F022,They sting.,xxx,-1,Ses02M_script03,121.4235,122.7622,Session2,xxx,109
Ses02M_script03_2_M023,They snap.,frustrated,5,Ses02M_script03,121.9662,123.7391,Session2,fru,110
Ses02M_script03_2_F023,I don't care. Do you understand? I don't care. I don't care if they bark or roll about like hoops.,angry,0,Ses02M_script03,122.7984,129.6366,Session2,ang,111
Ses02M_script03_2_M024,"Tell me, did you see much of Peter Burden after our divorce?",neutral,3,Ses02M_script03,129.4014,133.6165,Session2,neu,112
Ses02M_script03_2_F024,"Yes, I did quite a lot.",neutral,3,Ses02M_script03,133.1281,136.6919,Session2,neu,113
Ses02M_script03_2_M025,I imagine you let him kiss you good deal more then.,xxx,-1,Ses02M_script03,135.7693,139.6407,Session2,xxx,114
Ses02M_script03_2_F025,Mind your own business.,xxx,-1,Ses02M_script03,138.6095,140.7623,Session2,xxx,115
Ses02M_script03_2_M026,What riotous time you must have had.,angry,0,Ses02M_script03,140.1110,143.1502,Session2,ang,116
Ses02M_script03_2_M027,"No restraint at all, very enjoyable, never had much anyhow.",angry,0,Ses02M_script03,143.1864,147.0035,Session2,ang,117
Ses02M_script03_2_F026,You're quite insufferable. I expect it's because you're drunk.,xxx,-1,Ses02M_script03,146.1171,150.3864,Session2,xxx,118
Ses02M_script03_2_M028,I am not in the least drunk.,xxx,-1,Ses02M_script03,149.3372,152.6839,Session2,xxx,119
Ses02M_script03_2_M029,"I imagine, as I may have already mentioned, I've had three minute liquor glasses of Brandy the whole evening long a child of two couldn't get drunk on that.",xxx,-1,Ses02M_script03,155.1442,164.9131,Session2,xxx,120
Ses02M_script03_2_F027,On the contrary a child of two could get violently drunk on only one glass of Brandy.,xxx,-1,Ses02M_script03,163.5925,169.4719,Session2,xxx,121
Ses02M_script03_2_M030,"Oh very interesting. How about a child of four, a child of six or a child of nine?",xxx,-1,Ses02M_script03,168.1513,173.7775,Session2,xxx,122
Ses02M_script03_2_F028,Oh be quiet.,angry,0,Ses02M_script03,172.6559,174.8086,Session2,ang,123
Ses02M_script03_2_M031,"We can get a good little debate going about that, don't you think? Intemperate tots.",angry,0,Ses02M_script03,174.0307,178.7343,Session2,ang,124
Ses02M_script03_2_F029,"Not very funny my dear, you better have some more Brandy.",xxx,-1,Ses02M_script03,177.8659,181.5202,Session2,xxx,125
Ses02M_script03_2_M032,All right. I will.,neutral,3,Ses02M_script03,180.9956,183.6368,Session2,neu,126
Ses02M_script03_2_M033,Better turn that off I think.,neutral,3,Ses02M_script03,185.5182,187.6529,Session2,neu,127
Ses02M_script03_2_F030,Why?,xxx,-1,Ses02M_script03,187.2368,189.1725,Session2,xxx,128
Ses02M_script03_2_M034,Because it's late and it'll annoy the people upstairs.,xxx,-1,Ses02M_script03,188.4489,192.1755,Session2,xxx,129
Ses02M_script03_2_F031,There aren't any people upstairs it's a photographer's studio.,xxx,-1,Ses02M_script03,191.2348,195.5404,Session2,xxx,130
Ses02M_script03_2_M035,There are people downstairs I suppose?,xxx,-1,Ses02M_script03,194.9253,197.8379,Session2,xxx,131
Ses02M_script03_2_F032,They're away in Tunis.,xxx,-1,Ses02M_script03,196.8791,199.3936,Session2,xxx,132
Ses02M_script03_2_M036,This is no time of the year for Tunis.,xxx,-1,Ses02M_script03,198.9052,202.5595,Session2,xxx,133
Ses02M_script03_2_F033,"Turn it on again, please.",xxx,-1,Ses02M_script03,201.7273,204.6218,Session2,xxx,134
Ses02M_script03_2_M037,I'll do no such thing.,frustrated,5,Ses02M_script03,203.7173,206.3947,Session2,fru,135
Ses02M_script03_2_F034,"Very well, if you insist on being boorish and idiotic.",frustrated,5,Ses02M_script03,205.8520,211.0439,Session2,fru,136
Ses02M_script03_2_M038,Turn it off it's driving me mad.,xxx,-1,Ses02M_script03,210.4289,213.3414,Session2,xxx,137
Ses02M_script03_2_F035,You are far too temperamental. Try to control yourself.,angry,0,Ses02M_script03,212.1475,216.3264,Session2,ang,138
Ses02M_script03_2_M039,Turn it off.,angry,0,Ses02M_script03,215.3314,217.0862,Session2,ang,139
Ses02M_script03_2_F036,Stop it. Stop it. I hate you.,angry,0,Ses02M_script03,216.3625,218.4471,Session2,ang,140
Ses02M_script03_2_M040,"Amanda, listen. Listen.",angry,0,Ses02M_script03,217.1224,219.7817,Session2,ang,141
Ses02M_script03_2_F037,"Listen indeed. I'm sick and tired of listening to you, damn sadistic bully.",angry,0,Ses02M_script03,218.4791,224.3586,Session2,ang,142
Ses02M_script03_2_M041,Very amusing indeed.,angry,0,Ses02M_script03,223.2008,225.6611,Session2,ang,143
Ses02M_script03_2_F038,"Stop it. Stop it. I hate you, do you hear? You're overbearing and conceited and utterly impossible.",angry,0,Ses02M_script03,224.4490,230.9616,Session2,ang,144
Ses02M_script03_2_M042,"You're a vile tempered, loose living, wicked little beast and I hope I never see you again as long as I live.",angry,0,Ses02M_script03,230.2018,236.6782,Session2,ang,145
Ses02M_script03_2_F039,"This is the end, do you hear? The end finally and forever.",angry,0,Ses02M_script03,235.8460,240.0792,Session2,ang,146
Ses02M_script03_2_M043,You're not going like this.,angry,0,Ses02M_script03,239.3375,241.4722,Session2,ang,147
Ses02M_script03_2_F040,Oh yes I am.,angry,0,Ses02M_script03,240.4772,242.5757,Session2,ang,148
Ses02M_script03_2_M044,You're not.,angry,0,Ses02M_script03,241.6531,243.4983,Session2,ang,149
Ses02M_script03_2_F041,"Yes, I am. Let go of me you're cruel fiend and I hate and loathe you. Thank God I realized who you really are before I would ever, ever marry you again. I would never marry you again. I'd rather die in torment.",angry,0,Ses02M_script03,242.5938,254.0263,Session2,ang,150
Ses02M_script03_2_M045,Shut up.,angry,0,Ses02M_script03,243.8601,245.3797,Session2,ang,151
Ses02M_script03_2_M046,Shut up.,angry,0,Ses02M_script03,245.4159,246.5737,Session2,ang,152
Ses02M_script03_2_M047,I wouldn't marry you again if you came to me on your bended knees. You're a evil minded little vampire. I hope to God I never see you again as long as I live.,angry,0,Ses02M_script03,248.1838,257.9346,Session2,ang,153
Ses02M_script03_2_F042,You're a beast. I hate you. Stop it. Stop it.,angry,0,Ses02M_script03,254.0651,257.9526,Session2,ang,154
Ses03F_impro01_F000,"God, finally I got to the line, the front of the line. I've been waiting there for like half an hour.",xxx,-1,Ses03F_impro01_,004.1000,010.6800,Session3,xxx,0
Ses03F_impro01_F001,[BREATHING] It's so hot in here. Hoo.,xxx,-1,Ses03F_impro01_,010.7300,013.9200,Session3,xxx,1
Ses03F_impro01_M000,Yeah.,xxx,-1,Ses03F_impro01_,013.1700,014.4141,Session3,xxx,2
Ses03F_impro01_M001,"Oh, um-",neutral,3,Ses03F_impro01_,014.5200,018.7025,Session3,neu,3
Ses03F_impro01_F002,What's wrong?,neutral,3,Ses03F_impro01_,018.2200,020.0750,Session3,neu,4
Ses03F_impro01_M002,"You didn't fill this out right. All right. It says that you have to fill out the back sheet of this, but you filled out the yellow sheet of it.",neutral,3,Ses03F_impro01_,020.2800,027.9575,Session3,neu,5
Ses03F_impro01_F003,"No, no, no, no, no, no. The lady over there, she told me to fill out the front and she said to wait in this line.",frustrated,5,Ses03F_impro01_,027.2050,032.4300,Session3,fru,6
Ses03F_impro01_M003,Who?,neutral,3,Ses03F_impro01_,031.3775,032.6800,Session3,neu,7
Ses03F_impro01_F004,I don't know. Some lady. Sonya or something.,frustrated,5,Ses03F_impro01_,032.4700,036.1020,Session3,fru,8
Ses03F_impro01_M004,She- she probably doesn't even work here.,neutral,3,Ses03F_impro01_,036.7475,039.1200,Session3,neu,9
Ses03F_impro01_F005,"Excuse me? No, no. I waited in the line over there..",frustrated,5,Ses03F_impro01_,040.1000,043.2200,Session3,fru,10
Ses03F_impro01_M005,All right  Uh-,neutral,3,Ses03F_impro01_,039.2100,040.8066,Session3,neu,11
Ses03F_impro01_F006,and she told me to come over here and she said to fill out everything on the application and I did that.,frustrated,5,Ses03F_impro01_,043.2400,048.4375,Session3,fru,12
Ses03F_impro01_M006,It's not right.,frustrated,5,Ses03F_impro01_,049.9350,051.5625,Session3,fru,13
Ses03F_impro01_F007,"Look, I-- No, no, no, I--you don't understand. I have to go back to work.",frustrated,5,Ses03F_impro01_,050.2750,055.0900,Session3,fru,14
Ses03F_impro01_M007,You just take--all right.,frustrated,5,Ses03F_impro01_,052.6325,054.3375,Session3,fru,15
Ses03F_impro01_M008,"Well, you didn't fill this paper at work out right and it's going to take another fifteen minutes to do it and look at how long the line we got here so just-",frustrated,5,Ses03F_impro01_,054.9204,060.9700,Session3,fru,16
Ses03F_impro01_F008,I am not-,frustrated,5,Ses03F_impro01_,055.2125,056.3125,Session3,fru,17
Ses03F_impro01_M009,"okay, just go back and fill it out real quick and I'm sorry, you have to get back in line and wait. I can't let you cut.",frustrated,5,Ses03F_impro01_,061.0200,067.6700,Session3,fru,18
Ses03F_impro01_F009,But you don't understand. I cannot get back in line because I have to go back to work. I will get fired if I don't leave here.,frustrated,5,Ses03F_impro01_,066.2600,072.3700,Session3,fru,19
Ses03F_impro01_M010,"Well, maybe you should have got here earlier than so you had a lot of time to do this.",xxx,-1,Ses03F_impro01_,071.9100,075.3975,Session3,xxx,20
Ses03F_impro01_F010,But I was at work and the lady told me to come and work it and to stand in the line.,xxx,-1,Ses03F_impro01_,074.3450,078.9025,Session3,xxx,21
Ses03F_impro01_M011,I don't know who this lady is.,xxx,-1,Ses03F_impro01_,078.2775,081.2325,Session3,xxx,22
Ses03F_impro01_F011,[LAUGHTER],frustrated,5,Ses03F_impro01_,080.1900,082.3875,Session3,fru,23
Ses03F_impro02_F000,"How's it going, babe?",neutral,3,Ses03F_impro02_,007.6300,009.5400,Session3,neu,0
Ses03F_impro02_F001,Yeah?,neutral,3,Ses03F_impro02_,012.1900,013.2100,Session3,neu,1
Ses03F_impro02_M000,All right.,neutral,3,Ses03F_impro02_,010.0719,011.8800,Session3,neu,2
