id,utterance_num,label
Ses01F_script03_1_F020,45,hap
Ses01F_script03_1_M025,46,hap
Ses01F_script03_1_F021,47,hap
Ses01F_script03_1_M026,48,hap
Ses01F_script03_1_F022,49,hap
Ses01F_script03_1_M027,50,-1
Ses01F_script03_1_F023,51,-1
Ses01F_script03_1_M028,52,-1
Ses01F_script03_1_F024,53,exc
Ses01F_script03_1_M029,54,-1
Ses01F_script03_1_M030,55,dis
Ses01F_script03_1_F025,56,-1
Ses01F_script03_1_M031,57,-1
Ses01F_script03_1_F026,58,-1
Ses01F_script03_1_M032,59,-1
Ses01F_script03_1_M033,60,-1
Ses01F_script03_1_F027,61,-1
Ses01F_script03_1_M034,62,hap
Ses01F_script03_1_F028,63,-1
Ses01F_script03_1_M035,64,-1
Ses01F_script03_1_F029,65,hap
Ses01F_script03_1_M036,66,hap
Ses01F_script03_1_M037,67,hap
Ses01F_script03_1_F030,68,hap
Ses01F_script03_1_M038,69,-1
Ses01F_script03_1_F031,70,-1
Ses01F_script03_2_M000,71,-1
Ses01F_script03_2_F000,72,hap
Ses01F_script03_2_M001,73,neu
Ses01F_script03_2_F001,74,hap
Ses01F_script03_2_M002,75,neu
Ses01F_script03_2_F002,76,hap
Ses01F_script03_2_M003,77,-1
Ses01F_script03_2_F003,78,-1
Ses01F_script03_2_M004,79,neu
Ses01F_script03_2_F004,80,neu
Ses01F_script03_2_M005,81,fru
Ses01F_script03_2_F005,82,neu
Ses01F_script03_2_M006,83,-1
Ses01F_script03_2_F006,84,-1
Ses01F_script03_2_M007,85,ang
Ses01F_script03_2_F007,86,-1
Ses01F_script03_2_M008,87,-1
Ses01F_script03_2_F008,88,fru
Ses01F_script03_2_M009,89,fru
Ses01F_script03_2_F009,90,-1
Ses01F_script03_2_M010,91,neu
Ses01F_script03_2_F010,92,-1
Ses01F_script03_2_M011,93,neu
Ses01F_script03_2_F011,94,-1
Ses01F_script03_2_M012,95,fru
Ses01F_script03_2_F012,96,-1
Ses01F_script03_2_M013,97,fru
Ses01F_script03_2_F013,98,ang
Ses01F_script03_2_M014,99,ang
Ses01F_script03_2_F014,100,ang
Ses01F_script03_2_M015,101,fru
Ses01F_script03_2_M016,102,neu
Ses01F_script03_2_F015,103,ang
Ses01F_script03_2_M017,104,-1
Ses01F_script03_2_F016,105,ang
Ses01F_script03_2_M018,106,neu
Ses01F_script03_2_F017,107,ang
Ses01F_script03_2_M019,108,neu
Ses01F_script03_2_F018,109,ang
Ses01F_script03_2_M020,110,ang
Ses01F_script03_2_F019,111,-1
Ses01F_script03_2_M021,112,ang
Ses01F_script03_2_F020,113,-1
Ses01F_script03_2_M022,114,ang
Ses01F_script03_2_F021,115,ang
Ses01F_script03_2_M023,116,ang
Ses01F_script03_2_F022,117,ang
Ses01F_script03_2_M024,118,ang
Ses01F_script03_2_F023,119,ang
Ses01F_script03_2_F024,120,ang
Ses01F_script03_2_M025,121,ang
Ses01F_script03_2_F025,122,ang
Ses01F_script03_2_M026,123,ang
Ses01F_script03_2_F026,124,ang
Ses01F_script03_2_M027,125,ang
Ses01F_script03_2_F027,126,ang
Ses01F_script03_2_F028,127,ang
Ses01F_script03_2_F029,128,ang
Ses01F_script03_2_M028,129,-1
Ses01F_script03_2_M029,130,ang
Ses01F_script03_2_F030,131,neu
Ses01F_script03_2_F031,132,neu
Ses01F_script03_2_M030,133,ang
Ses01F_script03_2_F032,134,neu
Ses01F_script03_2_M031,135,neu
Ses01F_script03_2_F033,136,-1
Ses01F_script03_2_M032,137,ang
Ses01F_script03_2_F034,138,ang
Ses01F_script03_2_M033,139,ang
Ses01F_script03_2_F035,140,ang
Ses01F_script03_2_M034,141,ang
Ses01F_script03_2_F036,142,ang
Ses01F_script03_2_M035,143,ang
Ses01F_script03_2_M036,144,ang
Ses01F_script03_2_F037,145,ang
Ses01F_script03_2_M037,146,ang
Ses01F_script03_2_F038,147,ang
Ses01F_script03_2_M038,148,ang
Ses01F_script03_2_F039,149,ang
Ses01F_script03_2_M039,150,ang
Ses01F_script03_2_F040,151,ang
Ses01F_script03_2_M040,152,ang
Ses01M_impro01_F000,0,ang
Ses01M_impro01_M000,1,fru
Ses01M_impro01_F001,2,ang
Ses01M_impro01_M001,3,fru
Ses01M_impro01_F002,4,-1
Ses01M_impro01_M002,5,fru
Ses01M_impro01_M003,6,neu
Ses01M_impro01_F003,7,-1
Ses01M_impro01_M004,8,-1
Ses01M_impro01_F004,9,fru
Ses01M_impro01_M005,10,fru
Ses01M_impro01_F005,11,-1
Ses01M_impro01_M006,12,fru
Ses01M_impro01_F006,13,-1
Ses01M_impro01_M007,14,fru
Ses01M_impro01_F007,15,ang
Ses01M_impro01_F008,16,ang
Ses01M_impro01_M008,17,fru
Ses01M_impro01_M009,18,fru
Ses01M_impro01_F009,19,-1
Ses01M_impro01_M010,20,neu
Ses01M_impro01_F010,21,fru
Ses01M_impro01_M011,22,fru
Ses01M_impro01_F011,23,ang
Ses01M_impro01_M012,24,fru
Ses01M_impro01_F012,25,ang
Ses01M_impro01_M013,26,fru
Ses01M_impro01_F013,27,-1
Ses01M_impro01_M014,28,-1
Ses01M_impro01_F014,29,-1
Ses01M_impro01_M015,30,fru
Ses01M_impro01_F015,31,fru
Ses01M_impro01_M016,32,fru
Ses01M_impro01_M017,33,fru
Ses01M_impro01_F016,34,-1
Ses01M_impro01_M018,35,fru
Ses01M_impro01_F017,36,-1
Ses01M_impro01_M019,37,fru
Ses01M_impro01_F018,38,-1
Ses01M_impro01_M020,39,ang
Ses01M_impro01_F019,40,ang
Ses01M_impro01_M021,41,-1
Ses01M_impro01_F020,42,ang
Ses01M_impro01_M022,43,fru
Ses01M_impro01_F021,44,ang
Ses01M_impro01_M023,45,fru
Ses01M_impro01_M024,46,-1
Ses01M_impro01_F022,47,ang
Ses01M_impro01_M025,48,ang
Ses01M_impro01_M026,49,fru
Ses01M_impro01_F023,50,-1
Ses01M_impro01_M027,51,fru
Ses01M_impro01_F024,52,neu
Ses01M_impro01_M028,53,fru
Ses01M_impro01_F025,54,neu
Ses01M_impro01_M029,55,-1
Ses01M_impro01_F026,56,-1
Ses01M_impro01_M030,57,ang
Ses01M_impro01_F027,58,-1
Ses01M_impro01_F028,59,-1
Ses01M_impro01_M031,60,ang
Ses01M_impro01_M032,61,ang
Ses01M_impro01_F029,62,-1
Ses01M_impro01_M033,63,fru
Ses01M_impro01_F030,64,-1
Ses01M_impro02_M000,0,neu
Ses01M_impro02_F000,1,neu
Ses01M_impro02_M001,2,sad
Ses01M_impro02_M002,3,sad
Ses01M_impro02_F001,4,-1
Ses01M_impro02_M003,5,sad
Ses01M_impro02_F002,6,sur
Ses01M_impro02_F003,7,fru
Ses01M_impro02_M004,8,-1
Ses01M_impro02_F004,9,fru
Ses01M_impro02_M005,10,-1
Ses01M_impro02_F005,11,fru
Ses01M_impro02_M006,12,fru
Ses01M_impro02_M007,13,sad
Ses01M_impro02_F006,14,fru
Ses01M_impro02_F007,15,fru
Ses01M_impro02_M008,16,-1
Ses01M_impro02_M009,17,sad
Ses01M_impro02_F008,18,fru
Ses01M_impro02_M010,19,sad
Ses01M_impro02_M011,20,sad
Ses01M_impro02_F009,21,sad
Ses01M_impro02_M012,22,sad
Ses01M_impro02_F010,23,sad
Ses01M_impro02_M013,24,sad
Ses01M_impro02_M014,25,sad
Ses01M_impro02_M015,26,sad
Ses01M_impro02_F011,27,-1
Ses01M_impro02_M016,28,sad
Ses01M_impro02_F012,29,-1
Ses01M_impro02_M017,30,sad
Ses01M_impro02_M018,31,sad
Ses01M_impro02_F013,32,sad
Ses01M_impro02_M019,33,sad
Ses01M_impro02_F014,34,-1
Ses01M_impro02_M020,35,sad
Ses01M_impro02_F015,36,sad
Ses01M_impro02_M021,37,sad
Ses01M_impro02_F016,38,-1
Ses01M_impro02_M022,39,sad
Ses01M_impro02_F017,40,sad
Ses01M_impro02_M023,41,sad
Ses01M_impro02_F018,42,-1
Ses01M_impro02_M024,43,-1
Ses01M_impro02_F019,44,sad
Ses01M_impro02_F020,45,-1
Ses01M_impro02_M025,46,sad
Ses01M_impro02_F021,47,-1
Ses01M_impro03_M000,0,exc
Ses01M_impro03_F000,1,-1
Ses01M_impro03_M001,2,exc
Ses01M_impro03_F001,3,sur
Ses01M_impro03_M002,4,-1
Ses01M_impro03_F002,5,exc
Ses01M_impro03_M003,6,neu
Ses01M_impro03_F003,7,exc
Ses01M_impro03_M004,8,exc
Ses01M_impro03_F004,9,exc
Ses01M_impro03_F005,10,exc
Ses01M_impro03_M005,11,exc
Ses01M_impro03_M006,12,neu
Ses01M_impro03_F006,13,exc
Ses01M_impro03_F007,14,exc
Ses01M_impro03_M007,15,exc
Ses01M_impro03_F008,16,exc
Ses01M_impro03_M008,17,exc
Ses01M_impro03_F009,18,exc
Ses01M_impro03_F010,19,exc
Ses01M_impro03_M009,20,-1
Ses01M_impro03_M010,21,exc
Ses01M_impro03_M011,22,exc
Ses01M_impro03_F011,23,exc
Ses01M_impro03_M012,24,exc
Ses01M_impro03_F012,25,exc
Ses01M_impro03_M013,26,exc
Ses01M_impro03_M014,27,neu
Ses01M_impro03_F013,28,exc
Ses01M_impro03_M015,29,exc
Ses01M_impro03_F014,30,exc
Ses01M_impro03_M016,31,exc
Ses01M_impro03_F015,32,exc
Ses01M_impro03_M017,33,exc
Ses01M_impro03_F016,34,exc
Ses01M_impro03_F017,35,neu
Ses01M_impro03_M018,36,neu
Ses01M_impro03_F018,37,neu
Ses01M_impro03_M019,38,exc
Ses01M_impro03_F019,39,exc
Ses01M_impro03_M020,40,exc
Ses01M_impro03_F020,41,exc
Ses01M_impro03_M021,42,neu
Ses01M_impro03_F021,43,neu
Ses01M_impro03_F022,44,exc
Ses01M_impro03_M022,45,exc
Ses01M_impro03_F023,46,exc
Ses01M_impro03_F024,47,exc
Ses01M_impro03_M023,48,exc
Ses01M_impro03_F025,49,exc
Ses01M_impro03_M024,50,exc
Ses01M_impro03_F026,51,exc
Ses01M_impro03_M025,52,-1
Ses01M_impro04_F000,0,neu
Ses01M_impro04_M000,1,-1
Ses01M_impro04_F001,2,-1
Ses01M_impro04_M001,3,fru
Ses01M_impro04_M002,4,fru
Ses01M_impro04_F002,5,neu
Ses01M_impro04_M003,6,fru
Ses01M_impro04_F003,7,neu
Ses01M_impro04_M004,8,fru
Ses01M_impro04_F004,9,neu
Ses01M_impro04_M005,10,fru
Ses01M_impro04_F005,11,neu
Ses01M_impro04_M006,12,-1
Ses01M_impro04_F006,13,neu
Ses01M_impro04_M007,14,-1
Ses01M_impro04_M008,15,fru
Ses01M_impro04_F007,16,neu
Ses01M_impro04_M009,17,fru
Ses01M_impro04_F008,18,neu
Ses01M_impro04_F009,19,neu
Ses01M_impro04_M010,20,fru
Ses01M_impro04_F010,21,neu
Ses01M_impro04_M011,22,fru
Ses01M_impro04_F011,23,neu
Ses01M_impro04_M012,24,fru
Ses01M_impro04_M013,25,fru
Ses01M_impro04_F012,26,neu
Ses01M_impro04_M014,27,ang
Ses01M_impro04_F013,28,neu
Ses01M_impro04_M015,29,fru
Ses01M_impro04_F014,30,neu
Ses01M_impro04_M016,31,fru
Ses01M_impro04_F015,32,neu
Ses01M_impro04_M017,33,fru
Ses01M_impro04_F016,34,neu
Ses01M_impro04_M018,35,ang
Ses01M_impro04_F017,36,neu
Ses01M_impro04_F018,37,neu
Ses01M_impro04_M019,38,-1
Ses01M_impro04_M020,39,fru
Ses01M_impro04_F019,40,neu
Ses01M_impro04_F020,41,neu
Ses01M_impro04_M021,42,-1
Ses01M_impro04_F021,43,neu
Ses01M_impro04_M022,44,fru
Ses01M_impro04_F022,45,neu
Ses01M_impro04_M023,46,ang
Ses01M_impro04_F023,47,neu
Ses01M_impro04_F024,48,fru
Ses01M_impro04_M024,49,fru
Ses01M_impro04_F025,50,neu
Ses01M_impro04_M025,51,neu
Ses01M_impro05_F000,0,neu
Ses01M_impro05_M000,1,fru
Ses01M_impro05_F001,2,neu
Ses01M_impro05_M001,3,fru
Ses01M_impro05_F002,4,neu
Ses01M_impro05_M002,5,fru
Ses01M_impro05_F003,6,neu
Ses01M_impro05_M003,7,-1
Ses01M_impro05_F004,8,neu
Ses01M_impro05_F005,9,neu
Ses01M_impro05_F006,10,neu
Ses01M_impro05_M004,11,ang
Ses01M_impro05_M005,12,ang
Ses01M_impro05_F007,13,neu
Ses01M_impro05_M006,14,ang
Ses01M_impro05_F008,15,fru
Ses01M_impro05_F009,16,-1
Ses01M_impro05_M007,17,ang
Ses01M_impro05_F010,18,-1
Ses01M_impro05_M008,19,ang
Ses01M_impro05_F011,20,neu
Ses01M_impro05_F012,21,neu
Ses01M_impro05_M009,22,fru
Ses01M_impro05_F013,23,neu
Ses01M_impro05_M010,24,fru
Ses01M_impro05_F014,25,neu
Ses01M_impro05_M011,26,-1
Ses01M_impro05_F015,27,neu
Ses01M_impro05_M012,28,-1
Ses01M_impro05_F016,29,neu
Ses01M_impro05_M013,30,-1
Ses01M_impro05_F017,31,neu
Ses01M_impro05_F018,32,neu
Ses01M_impro05_M014,33,-1
Ses01M_impro05_F019,34,neu
Ses01M_impro05_M015,35,neu
Ses01M_impro05_F020,36,neu
Ses01M_impro05_F021,37,neu
Ses01M_impro05_M016,38,-1
Ses01M_impro05_F022,39,neu
Ses01M_impro05_M017,40,-1
Ses01M_impro05_F023,41,neu
Ses01M_impro05_M018,42,fru
Ses01M_impro05_F024,43,neu
Ses01M_impro05_M019,44,-1
Ses01M_impro05_F025,45,neu
Ses01M_impro05_F026,46,neu
Ses01M_impro05_M020,47,ang
Ses01M_impro05_M021,48,ang
Ses01M_impro05_F027,49,neu
Ses01M_impro05_M022,50,ang
Ses01M_impro05_F028,51,neu
Ses01M_impro05_M023,52,ang
Ses01M_impro05_F029,53,neu
Ses01M_impro05_M024,54,ang
Ses01M_impro05_F030,55,neu
Ses01M_impro05_M025,56,ang
Ses01M_impro05_F031,57,neu
Ses01M_impro05_F032,58,neu
Ses01M_impro05_F033,59,neu
Ses01M_impro05_M026,60,ang
Ses01M_impro05_F034,61,neu
Ses01M_impro05_M027,62,ang
Ses01M_impro05_M028,63,ang
Ses01M_impro05_F035,64,fru
Ses01M_impro05_M029,65,-1
Ses01M_impro05_F036,66,-1
Ses01M_impro05_F037,67,-1
Ses01M_impro05_M030,68,fru
Ses01M_impro05_M031,69,ang
Ses01M_impro06_F000,0,neu
Ses01M_impro06_M000,1,sad
Ses01M_impro06_M001,2,sad
Ses01M_impro06_F001,3,neu
Ses01M_impro06_M002,4,sad
Ses01M_impro06_M003,5,sad
Ses01M_impro06_M004,6,sad
Ses01M_impro06_F002,7,neu
Ses01M_impro06_M005,8,sad
Ses01M_impro06_M006,9,sad
Ses01M_impro06_F003,10,sad
Ses01M_impro06_M007,11,sad
Ses01M_impro06_F004,12,sad
Ses01M_impro06_F005,13,sad
Ses01M_impro06_M008,14,sad
Ses01M_impro06_F006,15,sad
Ses01M_impro06_M009,16,sad
Ses01M_impro06_M010,17,sad
Ses01M_impro06_F007,18,neu
Ses01M_impro06_M011,19,sad
Ses01M_impro06_F008,20,neu
Ses01M_impro06_M012,21,sad
Ses01M_impro06_F009,22,neu
Ses01M_impro06_M013,23,sad
Ses01M_impro06_F010,24,neu
Ses01M_impro06_M014,25,sad
Ses01M_impro06_F011,26,neu
Ses01M_impro06_M015,27,sad
Ses01M_impro06_F012,28,neu
Ses01M_impro06_M016,29,sad
Ses01M_impro06_F013,30,neu
Ses01M_impro06_M017,31,sad
Ses01M_impro06_F014,32,neu
Ses01M_impro06_F015,33,neu
Ses01M_impro06_F016,34,neu
Ses01M_impro06_F017,35,neu
Ses01M_impro06_M018,36,sad
Ses01M_impro06_F018,37,neu
Ses01M_impro06_M019,38,sad
Ses01M_impro06_F019,39,neu
Ses01M_impro06_M020,40,sad
Ses01M_impro06_M021,41,sad
Ses01M_impro06_F020,42,neu
Ses01M_impro06_M022,43,sad
Ses01M_impro06_F021,44,neu
Ses01M_impro06_M023,45,sad
Ses01M_impro06_F022,46,neu
Ses01M_impro06_M024,47,sad
Ses01M_impro06_F023,48,neu
Ses01M_impro06_F024,49,neu
Ses01M_impro06_M025,50,sad
Ses01M_impro06_M026,51,sad
Ses01M_impro06_F025,52,neu
Ses01M_impro06_M027,53,sad
Ses01M_impro06_F026,54,neu
Ses01M_impro06_M028,55,sad
Ses01M_impro06_M029,56,sad
Ses01M_impro06_F027,57,neu
Ses01M_impro06_M030,58,sad
Ses01M_impro06_F028,59,neu
Ses01M_impro07_M000,0,exc
Ses01M_impro07_F000,1,neu
Ses01M_impro07_M001,2,exc
Ses01M_impro07_F001,3,exc
Ses01M_impro07_M002,4,exc
Ses01M_impro07_M003,5,exc
Ses01M_impro07_F002,6,-1
Ses01M_impro07_F003,7,exc
Ses01M_impro07_F004,8,exc
Ses01M_impro07_F005,9,exc
Ses01M_impro07_M004,10,exc
Ses01M_impro07_F006,11,exc
Ses01M_impro07_M005,12,exc
Ses01M_impro07_F007,13,exc
Ses01M_impro07_M006,14,hap
Ses01M_impro07_F008,15,exc
Ses01M_impro07_F009,16,exc
Ses01M_impro07_M007,17,exc
Ses01M_impro07_M008,18,exc
Ses01M_impro07_F010,19,neu
Ses01M_impro07_F011,20,exc
Ses01M_impro07_M009,21,exc
Ses01M_impro07_M010,22,exc
Ses01M_impro07_F012,23,neu
Ses01M_impro07_F013,24,exc
Ses01M_impro07_F014,25,exc
Ses01M_impro07_M011,26,hap
Ses01M_impro07_M012,27,-1
Ses01M_impro07_F015,28,exc
Ses01M_impro07_M013,29,hap
Ses01M_impro07_F016,30,exc
Ses01M_impro07_F017,31,-1
Ses01M_impro07_M014,32,-1
Ses01M_impro07_F018,33,exc
Ses01M_impro07_M015,34,-1
Ses01M_impro07_F019,35,-1
Ses01M_impro07_F020,36,neu
Ses01M_impro07_F021,37,exc
Ses01M_impro07_M016,38,-1
Ses01M_impro07_M017,39,hap
Ses01M_impro07_F022,40,exc
Ses01M_impro07_M018,41,exc
Ses01M_impro07_F023,42,exc
Ses01M_impro07_M019,43,hap
Ses01M_impro07_F024,44,exc
Ses01M_impro07_M020,45,neu
Ses01M_impro07_F025,46,exc
Ses01M_impro07_M021,47,sur
Ses01M_impro07_F026,48,exc
Ses01M_impro07_M022,49,sur
Ses01M_impro07_M023,50,-1
Ses01M_impro07_F027,51,exc
Ses01M_impro07_M024,52,exc
Ses01M_impro07_M025,53,-1
Ses01M_impro07_F028,54,-1
Ses01M_impro07_M026,55,neu
Ses01M_impro07_F029,56,-1
Ses01M_impro07_M027,57,-1
Ses01M_impro07_M028,58,-1
Ses01M_impro07_F030,59,-1
Ses01M_impro07_F031,60,-1
Ses01M_impro07_M029,61,-1
Ses01M_impro07_F032,62,-1
Ses01M_impro07_M030,63,neu
Ses01M_impro07_F033,64,hap
Ses01M_impro07_M031,65,-1
Ses01M_impro07_F034,66,hap
Ses01M_impro07_M032,67,hap
Ses01M_impro07_M033,68,hap
Ses01M_script01_3_F000,0,neu
Ses01M_script01_3_M000,1,hap
Ses01M_script01_3_F001,2,neu
Ses01M_script01_3_F002,3,-1
Ses01M_script01_3_M001,4,hap
Ses01M_script01_3_F003,5,sad
Ses01M_script01_3_M002,6,sad
Ses01M_script01_3_F004,7,neu
Ses01M_script01_3_M003,8,-1
Ses01M_script01_3_F005,9,sad
Ses01M_script01_3_M004,10,neu
Ses01M_script01_3_F006,11,sad
Ses01M_script01_3_M005,12,-1
Ses01M_script01_3_F007,13,-1
Ses01M_script01_3_M006,14,neu
Ses01M_script01_3_F008,15,neu
Ses01M_script01_3_M007,16,neu
Ses01M_script01_3_M008,17,-1
Ses01M_script01_3_F009,18,-1
Ses01M_script01_3_M009,19,hap
Ses01M_script01_3_M010,20,-1
Ses01M_script01_3_M011,21,-1
Ses01M_script01_3_F010,22,-1
Ses01M_script01_3_M012,23,-1
Ses01M_script01_3_F011,24,-1
Ses01M_script01_3_M013,25,-1
Ses01M_script01_3_F012,26,neu
Ses01M_script01_3_M014,27,neu
Ses01M_script01_3_F013,28,-1
Ses01M_script01_3_M015,29,-1
Ses01M_script01_3_F014,30,exc
Ses01M_script01_3_M016,31,exc
Ses01M_script01_3_F015,32,exc
Ses01M_script01_3_M017,33,-1
Ses01M_script01_3_M018,34,exc
Ses01M_script01_3_F016,35,hap
Ses01M_script01_3_M019,36,hap
Ses01M_script01_3_F017,37,-1
Ses01M_script01_3_F018,38,sad
Ses01M_script01_3_M020,39,sad
Ses01M_script01_3_F019,40,sad
Ses01M_script01_3_M021,41,sad
Ses01M_script01_3_F020,42,-1
Ses01M_script01_3_M022,43,sad
Ses01M_script01_3_F021,44,sad
Ses01M_script01_3_M023,45,sad
Ses01M_script01_3_M024,46,sad
Ses01M_script01_3_F022,47,sad
Ses01M_script01_3_M025,48,sad
Ses01M_script01_3_F023,49,sad
Ses01M_script01_3_M026,50,sad
Ses01M_script01_3_F024,51,sad
Ses01M_script01_3_M027,52,sad
Ses01M_script01_3_F025,53,sad
Ses01M_script01_3_M028,54,sad
Ses01M_script01_3_M029,55,sad
Ses01M_script01_3_M030,56,sad
Ses01M_script01_3_M031,57,sad
Ses01M_script01_3_M032,58,sad
Ses01M_script01_3_M033,59,sad
Ses01M_script01_3_M034,60,sad
Ses01M_script01_3_M035,61,sad
Ses01M_script01_3_M036,62,sad
Ses01M_script01_3_M037,63,sad
Ses01M_script01_3_M038,64,sad
Ses01M_script01_3_M039,65,sad
Ses01M_script01_3_M040,66,sad
Ses01M_script01_3_F026,67,sad
Ses01M_script01_3_M041,68,sad
Ses01M_script01_3_F027,69,-1
Ses01M_script01_3_F028,70,-1
Ses01M_script01_3_F029,71,-1
Ses01M_script01_3_M042,72,-1
Ses01M_script01_3_M043,73,hap
Ses01M_script01_3_F030,74,hap
Ses01M_script01_2_F000,75,ang
Ses01M_script01_2_M000,76,neu
Ses01M_script01_2_F001,77,ang
Ses01M_script01_2_M001,78,neu
Ses01M_script01_2_M002,79,fru
Ses01M_script01_2_F002,80,-1
Ses01M_script01_2_M003,81,fru
Ses01M_script01_2_F003,82,-1
Ses01M_script01_2_M004,83,fru
Ses01M_script01_2_F004,84,ang
Ses01M_script01_2_M005,85,fru
Ses01M_script01_2_F005,86,ang
Ses01M_script01_2_M006,87,fru
Ses01M_script01_2_F006,88,-1
Ses01M_script01_2_M007,89,neu
Ses01M_script01_2_F007,90,-1
Ses01M_script01_2_M008,91,fru
Ses01M_script01_2_F008,92,fru
Ses01M_script01_2_M009,93,fru
Ses01M_script01_2_F009,94,ang
Ses01M_script01_2_M010,95,fru
Ses01M_script01_2_F010,96,-1
Ses01M_script01_2_M011,97,fru
Ses01M_script01_2_F011,98,ang
Ses01M_script01_2_M012,99,fru
Ses01M_script01_2_F012,100,ang
Ses01M_script01_2_M013,101,fru
Ses01M_script01_2_M014,102,fru
Ses01M_script01_2_F013,103,ang
Ses01M_script01_2_M015,104,ang
Ses01M_script01_2_M016,105,ang
Ses01M_script01_2_F014,106,-1
Ses01M_script01_2_M017,107,ang
Ses01M_script01_1_F000,108,fru
Ses01M_script01_1_M000,109,neu
Ses01M_script01_1_F001,110,sur
Ses01M_script01_1_M001,111,-1
Ses01M_script01_1_F002,112,sur
Ses01M_script01_1_M002,113,neu
Ses01M_script01_1_F003,114,sur
Ses01M_script01_1_M003,115,sad
Ses01M_script01_1_F004,116,sad
Ses01M_script01_1_M004,117,sad
Ses01M_script01_1_F005,118,sad
Ses01M_script01_1_M005,119,sad
Ses01M_script01_1_F006,120,sad
Ses01M_script01_1_F007,121,fru
Ses01M_script01_1_M006,122,sad
Ses01M_script01_1_F008,123,ang
Ses01M_script01_1_M007,124,sad
Ses01M_script01_1_F009,125,-1
Ses01M_script01_1_M008,126,fru
Ses01M_script01_1_F010,127,sur
Ses01M_script01_1_M009,128,-1
Ses01M_script01_1_F011,129,ang
Ses01M_script01_1_M010,130,fru
Ses01M_script01_1_F012,131,fru
Ses01M_script01_1_M011,132,fru
Ses01M_script01_1_F013,133,-1
Ses01M_script01_1_M012,134,fru
Ses01M_script01_1_F014,135,ang
Ses01M_script01_1_M013,136,fru
Ses01M_script01_1_F015,137,ang
Ses01M_script01_1_M014,138,fru
Ses01M_script01_1_F016,139,ang
Ses01M_script01_1_M015,140,fru
Ses01M_script01_1_F017,141,ang
Ses01M_script01_1_M016,142,-1
Ses01M_script01_1_F018,143,-1
Ses01M_script01_1_M017,144,neu
Ses01M_script01_1_F019,145,fru
Ses01M_script01_1_M018,146,fru
Ses01M_script01_1_F020,147,ang
Ses01M_script01_1_M019,148,fru
Ses01M_script01_1_F021,149,-1
Ses01M_script01_1_M020,150,ang
Ses01M_script01_1_F022,151,fru
Ses01M_script01_1_F023,152,ang
Ses01M_script01_1_M021,153,ang
Ses01M_script01_1_F024,154,ang
Ses01M_script01_1_M022,155,fru
Ses01M_script01_1_F025,156,neu
Ses01M_script01_1_M023,157,ang
Ses01M_script01_1_F026,158,neu
Ses01M_script01_1_M024,159,sad
Ses01M_script01_1_F027,160,fru
Ses01M_script01_1_M025,161,-1
Ses01M_script01_1_F028,162,fru
Ses01M_script01_1_M026,163,fru
Ses01M_script01_1_F029,164,ang
Ses01M_script01_1_M027,165,fru
Ses01M_script01_1_F030,166,ang
Ses01M_script01_1_M028,167,fru
Ses01M_script01_1_F031,168,sad
Ses01M_script01_1_F032,169,ang
Ses01M_script01_1_M029,170,-1
Ses01M_script01_1_F033,171,-1
Ses01M_script01_1_M030,172,fru
Ses01M_script01_1_M031,173,fru
Ses01M_script01_1_F034,174,sur
Ses01M_script01_1_M032,175,fru
Ses01M_script01_1_F035,176,ang
Ses01M_script01_1_M033,177,-1
Ses01M_script01_1_F036,178,ang
Ses01M_script01_1_M034,179,ang
Ses01M_script01_1_F037,180,ang
Ses01M_script01_1_M035,181,ang
Ses01M_script01_1_M036,182,fru
Ses01M_script01_1_F038,183,-1
Ses01M_script01_1_M037,184,neu
Ses01M_script01_1_F039,185,ang
Ses01M_script01_1_M038,186,sad
Ses01M_script01_1_F040,187,ang
Ses01M_script01_1_M039,188,-1
Ses01M_script01_1_M040,189,sad
Ses01M_script01_1_F041,190,ang
Ses01M_script01_1_M041,191,ang
Ses01M_script01_1_F042,192,ang
Ses01M_script01_1_M042,193,sad
Ses01M_script01_1_F043,194,ang
Ses01M_script02_2_M000,0,-1
Ses01M_script02_2_M001,1,exc
Ses01M_script02_2_M002,2,exc
Ses01M_script02_2_F000,3,neu
Ses01M_script02_2_M003,4,exc
Ses01M_script02_2_F001,5,-1
Ses01M_script02_2_M004,6,-1
Ses01M_script02_2_F002,7,fru
Ses01M_script02_2_M005,8,-1
Ses01M_script02_2_F003,9,fru
Ses01M_script02_2_F004,10,-1
Ses01M_script02_2_M006,11,fru
Ses01M_script02_2_F005,12,fru
Ses01M_script02_2_F006,13,fru
Ses01M_script02_2_F007,14,fru
Ses01M_script02_2_F008,15,fru
Ses01M_script02_2_M007,16,-1
Ses01M_script02_2_F009,17,fru
Ses01M_script02_2_M008,18,neu
Ses01M_script02_2_F010,19,ang
Ses01M_script02_2_M009,20,-1
Ses01M_script02_2_F011,21,ang
Ses01M_script02_2_M010,22,fru
Ses01M_script02_2_F012,23,fru
Ses01M_script02_2_M011,24,-1
Ses01M_script02_2_M012,25,fru
Ses01M_script02_2_F013,26,ang
Ses01M_script02_2_M013,27,neu
Ses01M_script02_2_F014,28,ang
Ses01M_script02_2_M014,29,fru
Ses01M_script02_2_F015,30,ang
Ses01M_script02_2_F016,31,ang
Ses01M_script02_2_M015,32,fru
Ses01M_script02_2_F017,33,fru
Ses01M_script02_2_M016,34,fru
Ses01M_script02_2_M017,35,fru
Ses01M_script02_2_F018,36,-1
Ses01M_script02_2_M018,37,fru
